file,line,keyword,context,code
/home/admin/lx-anonymizer/lx_anonymizer/flair_NER.py,21,text,other,def flair_NER_German(text):
/home/admin/lx-anonymizer/lx_anonymizer/flair_NER.py,22,text,other,"if not isinstance(text, str):"
/home/admin/lx-anonymizer/lx_anonymizer/flair_NER.py,23,text,other,"logger.error(f""Expected a string, but got {type(text)}"")"
/home/admin/lx-anonymizer/lx_anonymizer/flair_NER.py,29,text,other,sentence = Sentence(text)
/home/admin/lx-anonymizer/lx_anonymizer/flair_NER.py,39,text,other,"logger.info(""A person tag ('PER') was found in the text. Replacing..."")"
/home/admin/lx-anonymizer/lx_anonymizer/flair_NER.py,41,text,other,"logger.info(""No person tag ('PER') was found in the text."")"
/home/admin/lx-anonymizer/lx_anonymizer/fuzzy_matching.py,16,text,other,"logger.debug(f""Fuzzy matching: snippet text: {snippet_text}"")"
/home/admin/lx-anonymizer/lx_anonymizer/fuzzy_matching.py,41,text,other,"If the new (corrected) text is significantly longer than the old text,"
/home/admin/lx-anonymizer/lx_anonymizer/fuzzy_matching.py,41,text,other,"If the new (corrected) text is significantly longer than the old text,"
/home/admin/lx-anonymizer/lx_anonymizer/fuzzy_matching.py,46,text,other,# Calculate the text size of the old and new text
/home/admin/lx-anonymizer/lx_anonymizer/fuzzy_matching.py,46,text,other,# Calculate the text size of the old and new text
/home/admin/lx-anonymizer/lx_anonymizer/fuzzy_matching.py,54,text,other,"# If the new text is significantly wider, expand the box horizontally"
/home/admin/lx-anonymizer/lx_anonymizer/fuzzy_matching.py,63,text,other,"# For instance, if new text has more lines, etc."
/home/admin/lx-anonymizer/lx_anonymizer/image_reassembly.py,3,uuid,other,import uuid
/home/admin/lx-anonymizer/lx_anonymizer/image_reassembly.py,12,id,other,"def reassemble_image(modified_images_map, output_dir, id, original_image_path=None):"
/home/admin/lx-anonymizer/lx_anonymizer/image_reassembly.py,20,id,other,id (str): An identifier used in the naming of the reassembled image file.
/home/admin/lx-anonymizer/lx_anonymizer/image_reassembly.py,73,id,other,"final_image_path = Path(output_dir) / f""reassembled_image_{id}_{uuid.uuid4()}.jpg"""
/home/admin/lx-anonymizer/lx_anonymizer/image_reassembly.py,73,uuid,other,"final_image_path = Path(output_dir) / f""reassembled_image_{id}_{uuid.uuid4()}.jpg"""
/home/admin/lx-anonymizer/lx_anonymizer/image_reassembly.py,92,id,variable_assignment,id = 'example_id'
/home/admin/lx-anonymizer/lx_anonymizer/image_reassembly.py,95,id,other,"reassemble_image(modified_images_map, output_dir, id, original_image_path)"
/home/admin/lx-anonymizer/lx_anonymizer/main_with_reassembly.py,1,uuid,other,import uuid
/home/admin/lx-anonymizer/lx_anonymizer/main_with_reassembly.py,26,text,other,The path to the EAST text detector model. Default is None.
/home/admin/lx-anonymizer/lx_anonymizer/main_with_reassembly.py,28,text,other,"The device name to set the correct text settings. Default is ""olympus_cv_1500""."
/home/admin/lx-anonymizer/lx_anonymizer/main_with_reassembly.py,118,uuid,other,"temp_pdf_path = Path(temp_dir) / f""temporary_pdf_{uuid.uuid4()}.pdf"""
/home/admin/lx-anonymizer/lx_anonymizer/main_with_reassembly.py,128,uuid,other,"final_pdf_path = Path(results_dir) / f""final_document_{uuid.uuid4()}.pdf"""
/home/admin/lx-anonymizer/lx_anonymizer/main_with_reassembly.py,149,text,other,"ap.add_argument(""-east"", ""--east"", type=str, required=False, help=""Path to input EAST text detector"")"
/home/admin/lx-anonymizer/lx_anonymizer/main_with_reassembly.py,150,text,other,"ap.add_argument(""-d"", ""--device"", type=str, default=""olympus_cv_1500"", help=""Device name to set the correct text settings"")"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,80,text,other,"""text-generation"","
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,109,text,other,"""text-generation"","
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,197,text,other,"def correct_text_with_ollama(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,198,text,other,"""""""Use Ollama with current model to correct text"""""""
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,199,text,other,if not text:
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,200,text,other,"logger.warning(""No text provided for correction"")"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,201,text,other,return text
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,202,text,other,"if not isinstance(text, str):"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,203,text,other,"logger.error(f""Provided text is not a string but a {type(text)}"")"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,203,text,other,"logger.error(f""Provided text is not a string but a {type(text)}"")"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,206,text,variable_assignment,text = str(text)
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,206,text,variable_assignment,text = str(text)
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,212,text,other,# Use the ollama service to correct the text
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,213,text,other,return ollama_service.correct_ocr_text(text)
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,215,text,other,"def correct_text_with_ollama_in_chunks(self, text, chunk_size=2048):"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,216,text,other,"""""""Use Ollama with current model to correct text in smaller chunks"""""""
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,219,text,other,return text
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,220,text,other,if not text:
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,221,text,other,"logger.warning(""No text provided for correction"")"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,222,text,other,return text
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,223,text,other,"if not isinstance(text, str):"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,224,text,other,"logger.error(""Provided text is not a string"")"
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,225,text,other,return text
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,226,text,other,# Use the ollama service to correct the text
/home/admin/lx-anonymizer/lx_anonymizer/model_service.py,227,text,other,return ollama_service.correct_ocr_text_in_chunks(text)
/home/admin/lx-anonymizer/lx_anonymizer/name_extractor_utils.py,4,text,other,def extract_name_from_patient_line(text):
/home/admin/lx-anonymizer/lx_anonymizer/name_extractor_utils.py,24,text,other,"match = re.search(pattern, text)"
/home/admin/lx-anonymizer/lx_anonymizer/name_extractor_utils.py,55,casenumber,dict_key,"'casenumber': None,"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,4,text,other,def extract_patient_info_from_text(text):
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,7,patient_first_name,dict_key,"'patient_first_name': ""Unknown"","
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,8,patient_last_name,dict_key,"'patient_last_name': ""Unknown"","
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,9,patient_dob,dict_key,"'patient_dob': None,"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,10,patient_gender,dict_key,"'patient_gender': ""Unknown"","
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,11,casenumber,dict_key,'casenumber': None
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,19,text,other,text (str): The full text from which to extract patient information
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,19,text,other,text (str): The full text from which to extract patient information
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,29,text,other,"match1 = re.search(pattern1, text, re.IGNORECASE)"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,32,patient_last_name,other,info['patient_last_name'] = match1.group(1).strip()
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,33,patient_first_name,other,info['patient_first_name'] = match1.group(2).strip()
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,38,patient_dob,other,info['patient_dob'] = birth_date
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,44,casenumber,other,info['casenumber'] = match1.group(4).strip()
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,48,text,other,"context_window = text[max(0, text.find(info['patient_first_name']) - 30):"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,48,text,other,"context_window = text[max(0, text.find(info['patient_first_name']) - 30):"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,48,patient_first_name,other,"context_window = text[max(0, text.find(info['patient_first_name']) - 30):"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,49,text,other,"min(len(text), text.find(info['patient_first_name']) + len(info['patient_first_name']) + 30)]"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,49,text,other,"min(len(text), text.find(info['patient_first_name']) + len(info['patient_first_name']) + 30)]"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,49,patient_first_name,other,"min(len(text), text.find(info['patient_first_name']) + len(info['patient_first_name']) + 30)]"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,49,patient_first_name,other,"min(len(text), text.find(info['patient_first_name']) + len(info['patient_first_name']) + 30)]"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,52,patient_gender,other,"info['patient_gender'] = ""female"""
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,54,patient_gender,other,"info['patient_gender'] = ""male"""
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,60,text,other,"match2 = re.search(pattern2, text, re.IGNORECASE)"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,63,patient_last_name,other,info['patient_last_name'] = match2.group(1).strip()
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,64,patient_first_name,other,info['patient_first_name'] = match2.group(2).strip()
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,69,text,other,"match3 = re.search(pattern3, text, re.IGNORECASE)"
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,77,patient_first_name,other,info['patient_first_name'] = parts[0]
/home/admin/lx-anonymizer/lx_anonymizer/name_fallback.py,78,patient_last_name,other,"info['patient_last_name'] = "" "".join(parts[1:])"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,278,text,variable_assignment,"text=True,"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,396,text,attribute_access,"error_msg = f""Failed to pull model '{self.model_name}': {response.text}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,432,text,attribute_access,"self._logger.warning(f""Model warm-up returned status {response.status_code}: {response.text}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,491,text,other,Generate text using the specified model.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,499,text,other,Generated text or None if error
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,522,text,other,"logger.info(f""Generated text using model {self.model_name}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,525,text,attribute_access,"error_msg = f""Error generating text: {response.status_code} - {response.text}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,525,text,attribute_access,"error_msg = f""Error generating text: {response.status_code} - {response.text}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,533,text,other,"error_msg = f""Error generating text: {e}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,537,text,other,"def split_text_into_chunks(self, text, max_chunk_size=2048):"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,539,text,other,"Split text into smaller chunks, improved to handle large words and UTF-8."
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,542,text,other,text: The text to split
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,542,text,other,text: The text to split
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,546,text,other,List of text chunks
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,548,text,other,if not text:
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,552,text,other,"if isinstance(text, str):"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,554,text,other,text_bytes = text.encode(encoding)
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,556,text,other,text_bytes = text
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,591,text,other,"def correct_ocr_text(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,593,text,other,Correct OCR text using an Ollama model.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,596,text,other,text: The OCR text to correct
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,596,text,other,text: The OCR text to correct
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,599,text,other,Corrected text or original text on error
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,599,text,other,Corrected text or original text on error
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,607,text,other,# Ensure text is a string
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,608,text,other,"if not isinstance(text, str):"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,609,text,other,"logger.error(f""Expected string for text correction but got {type(text)}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,609,text,other,"logger.error(f""Expected string for text correction but got {type(text)}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,612,text,variable_assignment,text = str(text)
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,612,text,variable_assignment,text = str(text)
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,622,text,other,"f""{text!s}\n""  # !s ensures string conversion and escapes braces"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,646,text,attribute_access,"error_msg = f""Error correcting OCR text: {response.status_code} - {response.text}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,646,text,attribute_access,"error_msg = f""Error correcting OCR text: {response.status_code} - {response.text}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,654,text,other,"error_msg = f""Error correcting OCR text: {e}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,658,text,other,"def correct_ocr_text_in_chunks(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,660,text,other,"Correct OCR text in chunks, for handling long texts."
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,663,text,other,text: The OCR text to correct
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,663,text,other,text: The OCR text to correct
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,666,text,other,Corrected text or original text on error
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,666,text,other,Corrected text or original text on error
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,674,text,other,# Split the text into chunks
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,675,text,other,text_chunks = self.split_text_into_chunks(text)
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,706,text,attribute_access,"error_msg = f""Error correcting OCR text chunk: {response.status_code} - {response.text}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,706,text,attribute_access,"error_msg = f""Error correcting OCR text chunk: {response.status_code} - {response.text}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,710,text,other,"logger.error(f""Error correcting OCR text chunk: {e}"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,715,text,other,"logger.info(""OCR text correction completed."")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,718,text,other,"def extract_report_meta(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,720,text,other,Extract metadata from the report text.
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,723,text,other,text: The report text to analyze
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,723,text,other,text: The report text to analyze
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,739,text,other,"f""{text!s}\n"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,759,text,attribute_access,"error_msg = f""Error extracting report metadata: {response.status_code} - {response.text}"""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,774,text,other,"def _strip_code_fences(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,775,text,other,"""""""Strip markdown code fences from the text if present."""""""
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,776,text,other,if not text:
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,777,text,other,return text
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,779,text,other,"if text.startswith(""```"") and ""```"" in text[3:]:"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,779,text,other,"if text.startswith(""```"") and ""```"" in text[3:]:"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,781,text,other,"start_idx = text.find(""\n"", 3)"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,782,text,other,"end_idx = text.rfind(""```"")"
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,784,text,other,return text[start_idx+1:end_idx].strip()
/home/admin/lx-anonymizer/lx_anonymizer/ollama_service.py,786,text,other,return text
/home/admin/lx-anonymizer/lx_anonymizer/phrase_combination.py,11,text,other,"for text, box in ocr_texts_with_boxes:"
/home/admin/lx-anonymizer/lx_anonymizer/phrase_combination.py,19,text,other,phrase = text
/home/admin/lx-anonymizer/lx_anonymizer/phrase_combination.py,23,text,other,"phrase += "" "" + text"
/home/admin/lx-anonymizer/lx_anonymizer/schema.py,7,patient_first_name,other,"patient_first_name: Optional[str] = Field(None, description=""Given name"")"
/home/admin/lx-anonymizer/lx_anonymizer/schema.py,8,patient_last_name,other,"patient_last_name:  Optional[str] = Field(None, description=""Family name"")"
/home/admin/lx-anonymizer/lx_anonymizer/schema.py,9,patient_gender,other,"patient_gender:     Optional[str] = Field(None, description=""m/f/div/unknown"")"
/home/admin/lx-anonymizer/lx_anonymizer/schema.py,10,patient_dob,other,patient_dob:        Optional[date] = None
/home/admin/lx-anonymizer/lx_anonymizer/schema.py,11,casenumber,other,casenumber:         Optional[str] = None
/home/admin/lx-anonymizer/lx_anonymizer/schema.py,13,patient_dob,other,"@field_validator('patient_dob', mode='before')"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,165,text,other,"def __call__(self, text: str) -> dict[str, str | None]:"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,170,text,other,doc = self._nlp(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,178,text,attribute_access,"logger.debug(f""Matched span: '{span.text}'"")"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,183,text,variable_assignment,"comma_indices = [i for i, t in enumerate(tokens) if t.text == "",""]"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,189,text,attribute_access,if tokens[header_end_idx-1].text != ':':
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,201,text,attribute_access,last_name_filtered = [t.text for t in last_name_candidates if t.lower_ not in TITLE_WORDS]
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,202,text,attribute_access,first_name_filtered = [t.text for t in first_name_candidates if t.lower_ not in TITLE_WORDS]
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,209,text,attribute_access,"logger.warning(f""No comma found in matched span: '{span.text}'. Name splitting might be inaccurate."")"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,214,text,attribute_access,name_filtered = [t.text for t in name_candidates if t.lower_ not in TITLE_WORDS]
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,220,text,attribute_access,date_match = DATE_RE.search(span.text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,223,text,attribute_access,"date_token = next((t for t in tokens if t.idx >= span.start_char + date_match.start() and t.idx < span.start_char + date_match.end() and DATE_RE.fullmatch(t.text)), None)"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,229,text,attribute_access,birthdate_cleaned = _clean_date(date_token.text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,232,text,attribute_access,"logger.debug(f""Date '{date_token.text}' found but not preceded by expected keyword."")"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,234,text,attribute_access,birthdate_cleaned = _clean_date(date_token.text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,245,text,variable_assignment,"if next_token.text == "":"" and keyword_idx + 2 < len(tokens):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,247,text,attribute_access,"if re.fullmatch(r""[\w/-]+"", potential_case_token.text):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,249,text,attribute_access,"elif re.fullmatch(r""[\w/-]+"", next_token.text):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,253,text,attribute_access,case_num = case_token.text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,258,text,attribute_access,"potential_case_tokens = [t for i, t in enumerate(tokens) if i >= non_name_start_idx and re.fullmatch(r""[\w/-]+"", t.text) and t.text != birthdate]"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,258,text,attribute_access,"potential_case_tokens = [t for i, t in enumerate(tokens) if i >= non_name_start_idx and re.fullmatch(r""[\w/-]+"", t.text) and t.text != birthdate]"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,260,text,attribute_access,case_num = potential_case_tokens[0].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,265,patient_first_name,dict_key,"""patient_first_name"": first_name,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,266,patient_last_name,dict_key,"""patient_last_name"":  last_name,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,267,patient_dob,dict_key,"""patient_dob"":        birthdate,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,268,casenumber,dict_key,"""casenumber"":         case_num,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,269,patient_gender,dict_key,"""patient_gender"":     gender"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,278,patient_first_name,dict_key,"""patient_first_name"": None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,279,patient_last_name,dict_key,"""patient_last_name"":  None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,280,patient_dob,dict_key,"""patient_dob"":        None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,281,casenumber,dict_key,"""casenumber"":         None,"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,282,patient_gender,dict_key,"""patient_gender"":     None"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,316,text,other,"def extract_examiner_info(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,317,text,other,doc = self.nlp(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,328,text,attribute_access,title = tokens[3].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,329,text,attribute_access,first_name = tokens[4].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,330,text,attribute_access,last_name = tokens[5].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,333,text,attribute_access,first_name = tokens[3].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,334,text,attribute_access,last_name = tokens[4].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,366,text,other,"def extract_endoscope_info(self, text):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,367,text,other,doc = self.nlp(text)
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,378,text,attribute_access,"model_name = "" "".join([t.text for t in tokens[2:tokens.index(tokens[3])]])"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,379,text,attribute_access,serial_number = tokens[-1].text
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,397,text,other,"def extract_examination_info(self, text, remove_examiner_titles=True):"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,398,text,other,"if ""1. Unters.:"" in text or ""Unters.:"" in text:"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,398,text,other,"if ""1. Unters.:"" in text or ""Unters.:"" in text:"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,399,text,other,"return self._extract_meta_format_1(text, remove_examiner_titles)"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,401,text,other,"if ""Eingang am:"" in text:"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,402,text,other,"return self._extract_meta_format_2(text, remove_examiner_titles)"
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,415,examiner_last_name,variable_assignment,examiner_last_name = match.group(1).strip()
/home/admin/lx-anonymizer/lx_anonymizer/spacy_extractor.py,416,examiner_first_name,variable_assignment,examiner_first_name = match.group(2).strip()
