filename,startX,startY,endX,endY,ocr_confidence,entity_text,entity_tag
lx_anonymizer/test_images/namen.jpg,16,88,439,125,69.3076923076923,Wilhelm,PER
lx_anonymizer/test_images/namen.jpg,16,88,439,125,69.3076923076923,Jan,PER
lx_anonymizer/test_images/namen.jpg,16,88,439,125,69.3076923076923,Excel Bartoszewicz Elke,PER
lx_anonymizer/test_images/namen.jpg,16,88,439,125,69.3076923076923,Jan,PER
lx_anonymizer/test_images/namen.jpg,8,129,439,166,71.0,Excel Berkel,PER
lx_anonymizer/test_images/namen.jpg,8,129,439,166,71.0,Guido,PER
lx_anonymizer/test_images/namen.jpg,8,129,439,166,71.0,Jan,PER
lx_anonymizer/test_images/namen.jpg,8,129,439,166,71.0,Excel Bernhardt,PER
lx_anonymizer/test_images/namen.jpg,8,129,439,166,71.0,Dagmar,PER
lx_anonymizer/test_images/namen.jpg,3,400,414,459,76.63636363636364,Thorwesten,PER
lx_anonymizer/test_images/namen.jpg,3,400,414,459,76.63636363636364,Dieter,PER
lx_anonymizer/test_images/namen.jpg,3,400,414,459,76.63636363636364,Wehling,PER
lx_anonymizer/test_images/namen.jpg,3,400,414,459,76.63636363636364,Annegret,PER
lx_anonymizer/test_images/namen.jpg,3,400,414,459,76.63636363636364,Ursula,PER
lx_anonymizer/test_images/namen.jpg,3,439,414,470,47.63636363636363,Ursula,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Ursula,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Fischer,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Susanne,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Abel.Heke,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,PoverPoint,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,"Berkel,Guido",PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Bruggemann,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Bearix,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Fluck,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Egbert,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Gerke,PER
lx_anonymizer/test_images/namen.jpg,3,439,671,559,58.89655172413793,Karl,PER
lx_anonymizer/test_images/namen.jpg,3,539,414,581,76.0,Karl,PER
lx_anonymizer/test_images/namen.jpg,3,539,414,581,76.0,Bernd,PER
lx_anonymizer/test_images/namen.jpg,3,575,671,624,56.2,PowaePoigia Niewerth Paul,PER
lx_anonymizer/test_images/namen.jpg,3,575,671,624,56.2,Alfons,PER
lx_anonymizer/test_images/namen.jpg,3,575,671,624,56.2,Hencrhol.lWittkaweki Potra,PER
lx_anonymizer/test_images/namen.jpg,382,616,671,756,67.26086956521739,Hlenschel-VVIlkowskl,PER
lx_anonymizer/test_images/namen.jpg,382,616,671,756,67.26086956521739,Fetra,PER
lx_anonymizer/test_images/namen.jpg,382,616,671,756,67.26086956521739,Hoffterheide,PER
lx_anonymizer/test_images/namen.jpg,382,616,671,756,67.26086956521739,Alfred 24 Hulsdunker,PER
lx_anonymizer/test_images/namen.jpg,382,616,671,756,67.26086956521739,Willy 25 Hising,PER
lx_anonymizer/test_images/namen.jpg,382,616,671,756,67.26086956521739,Ginter,PER
lx_anonymizer/test_images/namen.jpg,382,616,671,756,67.26086956521739,Huxel,PER
lx_anonymizer/test_images/namen.jpg,382,616,671,756,67.26086956521739,Felix Kampmann,PER
